"","id","block","trial_number","practice_trial","random_trial","opponent","training_condition","proposer_offer","receiver_offer","color","response_key","response","outcome","reaction_time"
"1","id0001",0,1,1,0,"practice","Practice",7,3,"black","j","reject",0,332
"2","id0001",0,2,1,0,"practice","Practice",8,2,"black","j","reject",0,299
"3","id0001",1,1,0,0,"human","training_self",8,2,"DarkOrchid","j","reject",0,426
"4","id0001",1,2,0,0,"human","training_self",5,5,"DarkOrchid","f","accept",5,310
"5","id0001",1,3,0,0,"AI","training_self",5,5,"GoldenRod","f","accept",5,258
"6","id0001",1,4,0,0,"human","training_self",9,1,"DarkOrchid","j","reject",0,413
"7","id0001",1,5,0,0,"AI","training_self",8,2,"GoldenRod","j","reject",0,252
"8","id0001",1,6,0,0,"human","training_self",4,6,"DarkOrchid","f","accept",6,318
"9","id0001",1,7,0,1,"human","training_self",7,3,"DarkOrchid","f","accept",3,3528
"10","id0001",1,8,0,0,"human","training_self",5,5,"DarkOrchid","f","accept",5,271
"11","id0001",1,9,0,0,"human","training_self",6,4,"DarkOrchid","f","accept",4,188
"12","id0001",1,10,0,0,"AI","training_self",7,3,"GoldenRod","f","accept",3,317
"13","id0001",1,11,0,0,"human","training_self",6,4,"DarkOrchid","f","accept",4,251
"14","id0001",1,12,0,0,"AI","training_self",4,6,"GoldenRod","f","accept",6,284
"15","id0001",1,13,0,0,"AI","training_self",9,1,"GoldenRod","j","reject",0,69
"16","id0001",1,14,0,0,"human","training_self",8,2,"DarkOrchid","j","reject",0,252
"17","id0001",1,15,0,0,"human","training_self",4,6,"DarkOrchid","f","accept",6,210
"18","id0001",1,16,0,0,"human","training_self",9,1,"DarkOrchid","j","reject",0,184
"19","id0001",1,17,0,0,"human","training_self",7,3,"DarkOrchid","f","accept",3,250
"20","id0001",1,18,0,0,"AI","training_self",4,6,"GoldenRod","f","accept",6,291
"21","id0001",1,19,0,0,"AI","training_self",5,5,"GoldenRod","f","accept",5,322
"22","id0001",1,20,0,0,"AI","training_self",6,4,"GoldenRod","f","accept",4,3981
"23","id0001",1,21,0,0,"AI","training_self",4,6,"GoldenRod","f","accept",6,267
"24","id0001",1,22,0,0,"AI","training_self",6,4,"GoldenRod","f","accept",4,253
"25","id0001",1,23,0,0,"AI","training_self",7,3,"GoldenRod","f","accept",3,263
"26","id0001",1,24,0,0,"AI","training_self",5,5,"GoldenRod","f","accept",5,296
"27","id0002",0,1,1,0,"practice","Practice",3,7,"black","f","accept",7,1870
"28","id0002",0,2,1,0,"practice","Practice",8,2,"black","f","accept",2,592
"29","id0002",1,1,0,0,"human","training_self",5,5,"GoldenRod","f","accept",5,693
"30","id0002",1,2,0,0,"AI","training_self",9,1,"DarkOrchid","f","accept",1,942
"31","id0002",1,3,0,0,"human","training_self",4,6,"GoldenRod","f","accept",6,820
"32","id0002",1,4,0,0,"human","training_self",8,2,"GoldenRod","f","accept",2,502
"33","id0002",1,5,0,0,"human","training_self",8,2,"GoldenRod","f","accept",2,55
"34","id0002",1,6,0,0,"AI","training_self",8,2,"DarkOrchid","f","accept",2,288
