"","id","block","trial_number","practice_trial","random_trial","opponent","training_condition","proposer_offer","receiver_offer","color","response_key","response","outcome","reaction_time"
"1","id0001",0,1,1,0,"practice","Practice",9,1,"black","j","reject",0,909
"2","id0001",0,2,1,0,"practice","Practice",1,9,"black","f","accept",9,1696
"3","id0001",1,1,0,0,"human","training_self",5,5,"GoldenRod","f","accept",5,1749
"4","id0001",1,2,0,0,"human","training_self",4,6,"GoldenRod","f","accept",6,938
"5","id0001",1,3,0,0,"human","training_self",9,1,"GoldenRod","f","accept",1,2057
"6","id0001",1,4,0,0,"human","training_self",6,4,"GoldenRod","f","accept",4,1987
"7","id0001",1,5,0,1,"AI","training_self",9,1,"DarkOrchid","f","accept",1,78
"8","id0001",1,6,0,0,"human","training_self",7,3,"GoldenRod","f","accept",3,800
"9","id0001",1,7,0,0,"AI","training_self",8,2,"DarkOrchid","f","accept",2,773
"10","id0001",1,8,0,0,"human","training_self",8,2,"GoldenRod","f","accept",2,639
"11","id0001",1,9,0,0,"human","training_self",9,1,"GoldenRod","f","accept",1,495
"12","id0001",1,10,0,0,"AI","training_self",8,2,"DarkOrchid","f","accept",2,447
"13","id0001",1,11,0,0,"AI","training_self",6,4,"DarkOrchid","f","accept",4,447
"14","id0001",1,12,0,0,"human","training_self",6,4,"GoldenRod","f","accept",4,77
"15","id0001",1,13,0,0,"human","training_self",7,3,"GoldenRod","f","accept",3,383
"16","id0001",1,14,0,0,"AI","training_self",5,5,"DarkOrchid","f","accept",5,513
"17","id0001",1,15,0,0,"human","training_self",8,2,"GoldenRod","f","accept",2,586
"18","id0001",1,16,0,0,"AI","training_self",4,6,"DarkOrchid","f","accept",6,590
"19","id0001",1,17,0,0,"AI","training_self",7,3,"DarkOrchid","f","accept",3,474
"20","id0001",1,18,0,0,"human","training_self",4,6,"GoldenRod","f","accept",6,570
"21","id0001",1,19,0,0,"AI","training_self",7,3,"DarkOrchid","f","accept",3,570
"22","id0001",1,20,0,0,"AI","training_self",8,2,"DarkOrchid","f","accept",2,585
"23","id0001",1,21,0,0,"AI","training_self",9,1,"DarkOrchid","f","accept",1,514
"24","id0001",1,22,0,0,"AI","training_self",6,4,"DarkOrchid","f","accept",4,394
"25","id0001",1,23,0,0,"AI","training_self",6,4,"DarkOrchid","f","accept",4,371
"26","id0001",1,24,0,0,"human","training_self",5,5,"GoldenRod","f","accept",5,367
"27","id0002",0,1,1,0,"practice","Practice",8,2,"black","f","accept",2,21197
"28","id0002",0,2,1,0,"practice","Practice",8,2,"black","f","accept",2,10233
"29","id0002",1,1,0,0,"human","training_others",8,2,"GoldenRod","f","accept",2,2002
"30","id0002",1,2,0,0,"human","training_others",8,2,"GoldenRod","f","accept",2,677
"31","id0002",1,3,0,0,"AI","training_others",5,5,"DarkOrchid","f","accept",5,237
"32","id0002",1,4,0,0,"human","training_others",6,4,"GoldenRod","f","accept",4,517
"33","id0002",1,5,0,0,"AI","training_others",6,4,"DarkOrchid","f","accept",4,184
"34","id0002",1,6,0,0,"human","training_others",4,6,"GoldenRod","f","accept",6,1032
"35","id0002",1,7,0,0,"human","training_others",7,3,"GoldenRod","f","accept",3,104
"36","id0002",1,8,0,0,"AI","training_others",9,1,"DarkOrchid","f","accept",1,6264
"37","id0002",1,9,0,0,"human","training_others",5,5,"GoldenRod","f","accept",5,416
"38","id0002",1,10,0,0,"AI","training_others",4,6,"DarkOrchid","f","accept",6,1883
"39","id0002",1,11,0,0,"AI","training_others",8,2,"DarkOrchid","f","accept",2,795
"40","id0002",1,12,0,0,"AI","training_others",7,3,"DarkOrchid","f","accept",3,1097
"41","id0002",1,13,0,0,"AI","training_others",6,4,"DarkOrchid","f","accept",4,1806
"42","id0002",1,14,0,0,"human","training_others",9,1,"GoldenRod","f","accept",1,233
"43","id0002",1,15,0,0,"human","training_others",5,5,"GoldenRod","f","accept",5,1108
"44","id0002",1,16,0,0,"AI","training_others",4,6,"DarkOrchid","f","accept",6,9918
"45","id0002",1,17,0,0,"human","training_others",4,6,"GoldenRod","f","accept",6,863
"46","id0002",1,18,0,0,"human","training_others",7,3,"GoldenRod","f","accept",3,1135
"47","id0002",1,19,0,0,"AI","training_others",4,6,"DarkOrchid","f","accept",6,889
"48","id0002",1,20,0,0,"human","training_others",6,4,"GoldenRod","f","accept",4,1180
"49","id0002",1,21,0,0,"AI","training_others",4,6,"DarkOrchid","f","accept",6,1225
"50","id0002",1,22,0,0,"AI","training_others",4,6,"DarkOrchid","f","accept",6,1027
"51","id0002",1,23,0,1,"AI","training_others",4,6,"DarkOrchid","f","accept",6,1122
"52","id0002",1,24,0,0,"human","training_others",9,1,"GoldenRod","f","accept",1,1150
"53","id0005",0,1,1,0,"practice","Practice",8,2,"black","j","reject",0,418
"54","id0005",0,2,1,0,"practice","Practice",1,9,"black","f","accept",9,1977
"55","id0005",1,1,0,0,"AI","control",7,3,"GoldenRod","j","reject",0,417
"56","id0005",1,2,0,0,"human","control",7,3,"DarkOrchid","j","reject",0,713
"57","id0005",1,3,0,0,"AI","control",9,1,"GoldenRod","j","reject",0,419
"58","id0005",1,4,0,0,"AI","control",4,6,"GoldenRod","f","accept",6,476
"59","id0005",1,5,0,0,"AI","control",6,4,"GoldenRod","j","reject",0,612
"60","id0005",1,6,0,0,"human","control",5,5,"DarkOrchid","f","accept",5,425
"61","id0005",1,7,0,0,"human","control",4,6,"DarkOrchid","f","accept",6,449
"62","id0005",1,8,0,0,"human","control",8,2,"DarkOrchid","j","reject",0,564
"63","id0005",1,9,0,0,"AI","control",5,5,"GoldenRod","f","accept",5,482
"64","id0005",1,10,0,0,"AI","control",5,5,"GoldenRod","f","accept",5,14115
"65","id0005",1,11,0,0,"human","control",9,1,"DarkOrchid","j","reject",0,3316
"66","id0005",1,12,0,0,"human","control",6,4,"DarkOrchid","j","reject",0,2442
"67","id0005",1,13,0,0,"AI","control",8,2,"GoldenRod","j","reject",0,8072
"68","id0005",1,14,0,0,"AI","control",8,2,"GoldenRod","j","reject",0,1922
"69","id0005",1,15,0,0,"AI","control",7,3,"GoldenRod","j","reject",0,2118
"70","id0005",1,16,0,0,"AI","control",4,6,"GoldenRod","f","accept",6,1355
"71","id0005",1,17,0,0,"human","control",4,6,"DarkOrchid","f","accept",6,4877
"72","id0005",1,18,0,0,"human","control",9,1,"DarkOrchid","j","reject",0,435
"73","id0005",1,19,0,0,"human","control",6,4,"DarkOrchid","j","reject",0,571
"74","id0005",1,20,0,0,"human","control",5,5,"DarkOrchid","f","accept",5,777
"75","id0005",1,21,0,0,"human","control",8,2,"DarkOrchid","j","reject",0,2095
"76","id0005",1,22,0,0,"AI","control",5,5,"GoldenRod","f","accept",5,524
"77","id0005",1,23,0,0,"human","control",7,3,"DarkOrchid","j","reject",0,2099
"78","id0005",1,24,0,1,"AI","control",4,6,"GoldenRod","f","accept",6,5012
"79","id0006",0,1,1,0,"practice","Practice",6,4,"black","f","accept",4,673
"80","id0006",0,2,1,0,"practice","Practice",4,6,"black","f","accept",6,517
"81","id0006",1,1,0,0,"AI","training_self",5,5,"DarkOrchid","f","accept",5,999
"82","id0006",1,2,0,0,"human","training_self",7,3,"GoldenRod","f","accept",3,578
"83","id0006",1,3,0,0,"human","training_self",5,5,"GoldenRod","f","accept",5,1021
"84","id0006",1,4,0,0,"AI","training_self",6,4,"DarkOrchid","f","accept",4,451
"85","id0006",1,5,0,0,"AI","training_self",4,6,"DarkOrchid","f","accept",6,680
"86","id0006",1,6,0,0,"human","training_self",6,4,"GoldenRod","f","accept",4,475
"87","id0006",1,7,0,0,"human","training_self",8,2,"GoldenRod","f","accept",2,574
"88","id0006",1,8,0,0,"human","training_self",9,1,"GoldenRod","f","accept",1,423
"89","id0006",1,9,0,0,"AI","training_self",9,1,"DarkOrchid","f","accept",1,411
"90","id0006",1,10,0,0,"human","training_self",6,4,"GoldenRod","f","accept",4,504
"91","id0006",1,11,0,0,"human","training_self",4,6,"GoldenRod","f","accept",6,521
"92","id0006",1,12,0,1,"AI","training_self",6,4,"DarkOrchid","f","accept",4,473
"93","id0006",1,13,0,0,"AI","training_self",8,2,"DarkOrchid","f","accept",2,657
"94","id0006",1,14,0,0,"human","training_self",5,5,"GoldenRod","f","accept",5,381
"95","id0006",1,15,0,0,"human","training_self",4,6,"GoldenRod","f","accept",6,312
"96","id0006",1,16,0,0,"AI","training_self",7,3,"DarkOrchid","f","accept",3,314
"97","id0006",1,17,0,0,"human","training_self",8,2,"GoldenRod","f","accept",2,445
"98","id0006",1,18,0,0,"AI","training_self",4,6,"DarkOrchid","f","accept",6,946
"99","id0006",1,19,0,0,"AI","training_self",4,6,"DarkOrchid","f","accept",6,504
"100","id0006",1,20,0,0,"human","training_self",9,1,"GoldenRod","f","accept",1,472
"101","id0006",1,21,0,0,"human","training_self",7,3,"GoldenRod","f","accept",3,1104
"102","id0006",1,22,0,0,"AI","training_self",7,3,"DarkOrchid","f","accept",3,357
"103","id0006",1,23,0,0,"AI","training_self",9,1,"DarkOrchid","f","accept",1,678
"104","id0006",1,24,0,0,"AI","training_self",4,6,"DarkOrchid","f","accept",6,615
"105","id0007",0,1,1,0,"practice","Practice",6,4,"black","f","accept",4,723
"106","id0007",0,2,1,0,"practice","Practice",7,3,"black","j","reject",0,592
"107","id0007",1,1,0,1,"human","training_self",4,6,"DarkOrchid","f","accept",6,359
"108","id0007",1,2,0,0,"human","training_self",9,1,"DarkOrchid","j","reject",0,715
"109","id0007",1,3,0,0,"AI","training_self",4,6,"GoldenRod","f","accept",6,325
"110","id0007",1,4,0,0,"human","training_self",4,6,"DarkOrchid","f","accept",6,741
"111","id0007",1,5,0,0,"AI","training_self",8,2,"GoldenRod","f","accept",2,1515
"112","id0007",1,6,0,0,"AI","training_self",9,1,"GoldenRod","j","reject",0,357
"113","id0007",1,7,0,0,"human","training_self",9,1,"DarkOrchid","j","reject",0,571
"114","id0007",1,8,0,0,"AI","training_self",4,6,"GoldenRod","f","accept",6,345
"115","id0007",1,9,0,0,"AI","training_self",6,4,"GoldenRod","f","accept",4,456
"116","id0007",1,10,0,0,"AI","training_self",7,3,"GoldenRod","f","accept",3,502
"117","id0007",1,11,0,0,"AI","training_self",6,4,"GoldenRod","f","accept",4,522
"118","id0007",1,12,0,0,"AI","training_self",5,5,"GoldenRod","f","accept",5,636
"119","id0007",1,13,0,0,"human","training_self",5,5,"DarkOrchid","f","accept",5,378
"120","id0007",1,14,0,0,"human","training_self",7,3,"DarkOrchid","f","accept",3,514
"121","id0007",1,15,0,0,"human","training_self",8,2,"DarkOrchid","j","reject",0,498
"122","id0007",1,16,0,0,"AI","training_self",5,5,"GoldenRod","f","accept",5,371
"123","id0007",1,17,0,0,"human","training_self",7,3,"DarkOrchid","f","accept",3,499
"124","id0007",1,18,0,0,"human","training_self",8,2,"DarkOrchid","f","accept",2,802
"125","id0007",1,19,0,0,"human","training_self",5,5,"DarkOrchid","f","accept",5,1499
"126","id0007",1,20,0,0,"human","training_self",6,4,"DarkOrchid","f","accept",4,704
"127","id0007",1,21,0,0,"AI","training_self",5,5,"GoldenRod","f","accept",5,431
"128","id0007",1,22,0,0,"AI","training_self",5,5,"GoldenRod","f","accept",5,427
"129","id0007",1,23,0,0,"AI","training_self",6,4,"GoldenRod","f","accept",4,570
"130","id0007",1,24,0,0,"human","training_self",6,4,"DarkOrchid","f","accept",4,677
"131","id0008",0,1,1,0,"practice","Practice",4,6,"black","f","accept",6,939
"132","id0008",0,2,1,0,"practice","Practice",1,9,"black","f","accept",9,883
"133","id0008",1,1,0,0,"human","training_others",6,4,"DarkOrchid","f","accept",4,2365
"134","id0008",1,2,0,0,"AI","training_others",6,4,"GoldenRod","f","accept",4,494
"135","id0008",1,3,0,0,"human","training_others",9,1,"DarkOrchid","j","reject",0,641
"136","id0008",1,4,0,0,"AI","training_others",8,2,"GoldenRod","f","accept",2,1063
"137","id0008",1,5,0,0,"human","training_others",7,3,"DarkOrchid","f","accept",3,1449
"138","id0008",1,6,0,0,"AI","training_others",4,6,"GoldenRod","f","accept",6,1335
"139","id0008",1,7,0,0,"human","training_others",4,6,"DarkOrchid","f","accept",6,449
"140","id0008",1,8,0,0,"AI","training_others",9,1,"GoldenRod","j","reject",0,983
"141","id0008",1,9,0,1,"human","training_others",5,5,"DarkOrchid","f","accept",5,705
"142","id0008",1,10,0,0,"human","training_others",4,6,"DarkOrchid","f","accept",6,2790
"143","id0008",1,11,0,0,"AI","training_others",5,5,"GoldenRod","f","accept",5,2084
"144","id0008",1,12,0,0,"AI","training_others",7,3,"GoldenRod","f","accept",3,302
"145","id0008",1,13,0,0,"AI","training_others",5,5,"GoldenRod","f","accept",5,2255
"146","id0008",1,14,0,0,"human","training_others",6,4,"DarkOrchid","f","accept",4,94
"147","id0008",1,15,0,0,"human","training_others",5,5,"DarkOrchid","f","accept",5,589
"148","id0008",1,16,0,0,"human","training_others",8,2,"DarkOrchid","f","accept",2,382
"149","id0008",1,17,0,0,"AI","training_others",7,3,"GoldenRod","f","accept",3,435
"150","id0008",1,18,0,0,"human","training_others",8,2,"DarkOrchid","f","accept",2,1775
"151","id0008",1,19,0,0,"human","training_others",7,3,"DarkOrchid","f","accept",3,1326
"152","id0008",1,20,0,0,"AI","training_others",6,4,"GoldenRod","f","accept",4,577
"153","id0008",1,21,0,0,"AI","training_others",7,3,"GoldenRod","f","accept",3,849
"154","id0008",1,22,0,0,"AI","training_others",8,2,"GoldenRod","f","accept",2,3085
"155","id0008",1,23,0,0,"human","training_others",9,1,"DarkOrchid","j","reject",0,2216
"156","id0008",1,24,0,0,"AI","training_others",5,5,"GoldenRod","f","accept",5,546
"157","id0009",0,1,1,0,"practice","Practice",9,1,"black","f","accept",1,223
"158","id0009",0,2,1,0,"practice","Practice",7,3,"black","f","accept",3,528
"159","id0009",1,1,0,0,"human","training_others",7,3,"GoldenRod","f","accept",3,401
"160","id0009",1,2,0,0,"human","training_others",9,1,"GoldenRod","f","accept",1,397
"161","id0009",1,3,0,0,"human","training_others",8,2,"GoldenRod","f","accept",2,331
"162","id0009",1,4,0,0,"AI","training_others",7,3,"DarkOrchid","f","accept",3,309
"163","id0009",1,5,0,0,"AI","training_others",4,6,"DarkOrchid","f","accept",6,416
"164","id0009",1,6,0,0,"human","training_others",5,5,"GoldenRod","f","accept",5,475
"165","id0009",1,7,0,0,"AI","training_others",9,1,"DarkOrchid","f","accept",1,340
"166","id0009",1,8,0,0,"human","training_others",9,1,"GoldenRod","f","accept",1,392
"167","id0009",1,9,0,0,"AI","training_others",8,2,"DarkOrchid","f","accept",2,456
"168","id0009",1,10,0,0,"AI","training_others",5,5,"DarkOrchid","f","accept",5,484
"169","id0009",1,11,0,0,"human","training_others",8,2,"GoldenRod","f","accept",2,450
"170","id0009",1,12,0,0,"human","training_others",4,6,"GoldenRod","f","accept",6,603
"171","id0009",1,13,0,0,"human","training_others",4,6,"GoldenRod","f","accept",6,497
