"","id","training_condition"
"227","id0225","training_self"
"228","id0226","control"
"229","id0227","control"
"230","id0228","control"
"231","id0229","training_others"
"232","id0230","training_self"
"233","id0231","training_self"
"234","id0232","training_others"
"235","id0233","training_others"
"236","id0234","training_others"
"237","id0235","control"
"238","id0236","control"
"239","id0237","control"
"240","id0238","training_self"
"241","id0239","training_self"
"242","id0240","training_others"
"243","id0241","training_others"
"244","id0241","training_others"
"245","id0242","training_self"
"246","id0243","control"
"247","id0244","control"
"248","id0245","control"
"249","id0246","training_others"
"250","id0247","control"
"251","id0248","training_self"
"252","id0249","control"
"253","id0250","control"
"254","id0251","control"
"255","id0252","training_others"
"256","id0253","training_self"
"257","id0254","training_others"
"258","id0255","training_others"
"259","id0256","training_others"
"260","id0257","training_self"
"261","id0258","training_others"
"262","id0259","training_self"
"263","id0260","training_self"
"264","id0261","control"
"265","id0262","training_others"
"266","id0263","control"
"267","id0264","control"
"268","id0265","training_others"
"269","id0266","training_others"
"270","id0267","control"
"271","id0268","training_others"
"272","id0269","training_others"
"273","id0270","training_others"
"274","id0271","training_self"
"275","id0272","training_self"
"276","id0273","training_others"
"277","id0274","control"
"278","id0275","training_others"
"279","id0276","training_self"
"280","id0277","training_others"
"281","id0278","training_self"
"282","id0279","control"
"283","id0280","control"
"284","id0281","training_others"
"285","id0282","training_others"
"286","id0283","control"
"287","id0284","training_others"
"288","id0285","control"
"289","id0286","training_others"
"290","id0287","training_self"
"291","id0288","training_self"
"292","id0288","training_self"
"293","id0289","training_self"
"294","id0290","training_others"
"295","id0291","training_others"
"296","id0292","training_others"
"297","id0293","training_others"
"298","id0294","training_self"
"299","id0295","training_self"
"300","id0296","control"
"301","id0297","training_others"
"302","id0298","training_self"
"303","id0299","control"
"304","id0300","training_others"
"305","id0301","control"
"306","id0302","control"
"307","id0303","control"
"308","id0304","training_others"
"309","id0305","training_self"
"310","id0306","training_self"
"311","id0307","training_self"
"312","id0308","control"
"313","id0309","training_others"
"314","id0310","training_others"
"315","id0311","training_others"
"316","id0312","control"
"317","id0313","control"
"318","id0314","training_others"
"319","id0315","control"
"320","id0316","training_self"
"321","id0317","control"
"322","id0318","control"
"323","id0319","training_others"
"324","id0320","control"
"325","id0321","control"
"326","id0322","training_self"
"327","id0323","control"
"328","id0324","training_others"
"329","id0325","control"
"330","id0326","control"
"331","id0327","training_self"
"332","id0328","training_others"
"333","id0329","training_others"
"334","id0330","control"
"335","id0331","control"
"336","id0332","training_others"
"337","id0333","control"
"338","id0334","training_self"
"339","id0335","training_self"
"340","id0336","training_others"
"341","id0337","training_others"
"342","id0338","control"
"343","id0339","training_others"
"344","id0340","control"
"345","id0341","training_self"
"346","id0342","training_others"
"347","id0343","training_others"
"348","id0344","training_self"
"349","id0345","training_others"
"350","id0346","control"
"351","id0347","training_others"
"352","id0348","training_others"
"353","id0349","training_self"
"354","id0350","control"
