"","id","training_condition"
"228","id0253","training_self"
"229","id0254","training_others"
"230","id0255","training_others"
"231","id0256","training_others"
"232","id0257","training_self"
"233","id0260","training_self"
"234","id0261","control"
"235","id0263","control"
"236","id0264","control"
"237","id0265","training_others"
"238","id0267","control"
"239","id0268","training_others"
"240","id0269","training_others"
"241","id0270","training_others"
"242","id0271","training_self"
"243","id0272","training_self"
"244","id0273","training_others"
"245","id0274","control"
"246","id0275","training_others"
"247","id0276","training_self"
"248","id0277","training_others"
"249","id0278","training_self"
"250","id0279","control"
"251","id0280","control"
"252","id0281","training_others"
"253","id0283","control"
"254","id0284","training_others"
"255","id0285","control"
"256","id0286","training_others"
"257","id0287","training_self"
"258","id0288","training_self"
"259","id0289","training_self"
"260","id0290","training_others"
"261","id0291","training_others"
"262","id0292","training_others"
"263","id0293","training_others"
"264","id0294","training_self"
"265","id0295","training_self"
"266","id0296","control"
"267","id0297","training_others"
"268","id0298","training_self"
"269","id0299","control"
"270","id0300","training_others"
"271","id0301","control"
"272","id0303","control"
"273","id0304","training_others"
"274","id0305","training_self"
"275","id0306","training_self"
"276","id0307","training_self"
"277","id0308","control"
"278","id0309","training_others"
"279","id0310","training_others"
"280","id0311","training_others"
"281","id0312","control"
"282","id0313","control"
"283","id0314","training_others"
"284","id0315","control"
"285","id0316","training_self"
"286","id0317","control"
"287","id0318","control"
"288","id0319","training_others"
"289","id0320","control"
"290","id0321","control"
"291","id0322","training_self"
"292","id0323","control"
"293","id0324","training_others"
"294","id0325","control"
"295","id0326","control"
"296","id0327","training_self"
"297","id0328","training_others"
"298","id0329","training_others"
"299","id0330","control"
"300","id0331","control"
"301","id0332","training_others"
"302","id0333","control"
"303","id0334","training_self"
"304","id0335","training_self"
"305","id0336","training_others"
"306","id0337","training_others"
"307","id0338","control"
"308","id0339","training_others"
"309","id0340","control"
"310","id0341","training_self"
"311","id0342","training_others"
"312","id0343","training_others"
"313","id0344","training_self"
"314","id0346","control"
"315","id0347","training_others"
"316","id0348","training_others"
"317","id0349","training_self"
"318","id0350","control"
