"","id","block","trial_number","practice_trial","random_trial","opponent","training_condition","proposer_offer","receiver_offer","color","response_key","response","outcome","reaction_time"
"1","id0001",0,1,1,0,"practice","Practice",7,3,"black","f","accept",3,1864
"2","id0001",0,2,1,0,"practice","Practice",6,4,"black","f","accept",4,683
"3","id0001",1,1,0,0,"AI","None",7,3,"DarkOrchid","f","accept",3,1002
"4","id0001",1,2,0,0,"human","None",4,6,"GoldenRod","f","accept",6,368
"5","id0001",1,3,0,0,"human","None",9,1,"GoldenRod","j","reject",0,911
"6","id0001",1,4,0,0,"AI","None",6,4,"DarkOrchid","f","accept",4,1874
"7","id0001",1,5,0,1,"human","None",7,3,"GoldenRod","f","accept",3,2612
"8","id0001",1,6,0,0,"AI","None",6,4,"DarkOrchid","f","accept",4,4811
"9","id0001",1,7,0,0,"AI","None",9,1,"DarkOrchid","j","reject",0,383
"10","id0001",1,8,0,0,"human","None",8,2,"GoldenRod","f","accept",2,5076
"11","id0001",1,9,0,0,"human","None",9,1,"GoldenRod","j","reject",0,403
"12","id0001",1,10,0,0,"AI","None",7,3,"DarkOrchid","f","accept",3,401
"13","id0001",1,11,0,0,"human","None",6,4,"GoldenRod","f","accept",4,103
"14","id0001",1,12,0,0,"human","None",8,2,"GoldenRod","j","reject",0,1620
"15","id0001",1,13,0,0,"human","None",7,3,"GoldenRod","f","accept",3,820
"16","id0001",1,14,0,0,"human","None",6,4,"GoldenRod","f","accept",4,2700
"17","id0001",1,15,0,0,"AI","None",9,1,"DarkOrchid","j","reject",0,898
"18","id0001",1,16,0,0,"human","None",5,5,"GoldenRod","f","accept",5,675
"19","id0001",1,17,0,0,"AI","None",5,5,"DarkOrchid","f","accept",5,84
"20","id0001",1,18,0,0,"AI","None",5,5,"DarkOrchid","f","accept",5,116
"21","id0001",1,19,0,0,"human","None",5,5,"GoldenRod","f","accept",5,157
"22","id0001",1,20,0,0,"AI","None",4,6,"DarkOrchid","f","accept",6,3075
